"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Best Practice Rules","Clone Metric Rules","Code Style Rules","Cohesion Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Documentation Rules","Error Prone Rules","Inheritance Metric Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules","Size Metric Rules"
"L2116","CardHolderComposite$3","org.eclipse.sed.ifl.ide.gui.element.CardHolderComposite$3","L2097","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\CardHolderComposite.java","97","55","109","4","0","0","0","0","0","0","0","0","2","0","0","2","1","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","9","13","0","0","0","0","2","0","2","0","2","1","0","2","0","9","13","0","0","0","0","2","0","2","0","2","1","0","2","0","0","0","8","0","1","0","0","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L2121","CardHolderComposite$4","org.eclipse.sed.ifl.ide.gui.element.CardHolderComposite$4","L2097","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\CardHolderComposite.java","113","52","124","4","0","0","0","0","0","0","0","0","2","0","0","2","1","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","9","12","0","0","0","0","2","0","2","0","2","1","0","2","0","9","12","0","0","0","0","2","0","2","0","2","1","0","2","0","0","0","8","0","1","0","0","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L2282","CodeElementUI$1","org.eclipse.sed.ifl.ide.gui.element.CodeElementUI$1","L2271","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\CodeElementUI.java","308","51","318","4","1","1","2","1","1","1","11","8","1","1","1","2","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","8","11","0","0","0","0","1","0","1","0","1","2","0","1","0","8","11","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","15","0","0","0","10","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L2394","ScoreSetter$1","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter$1","L2375","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","149","56","180","4","0.275","1","2","1","0.34375","0.357143","11","10","3","2","2","8","2","0","0","1","4","0","0","0","0","0","4","0","0","0","0","0","0","0","28","32","0","0","0","0","3","0","3","0","3","11","0","3","0","28","32","0","0","0","0","3","0","3","0","3","11","0","3","0","0","0","25","0","1","0","15","0","1","0","0","0","9","1","0","0","0","0","0","0","0"
"L2431","ScoreSetter$2","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter$2","L2407","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","366","46","380","4","0.977778","1","2","1","0.733333","0.833333","11","10","2","1","1","3","2","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","12","15","0","0","0","0","2","0","2","0","2","3","0","2","0","12","15","0","0","0","0","2","0","2","0","2","3","0","2","0","0","0","23","0","1","0","15","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L2436","ScoreSetter$3","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter$3","L2407","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","381","54","401","4","0","0","0","0","0","0","0","0","2","2","2","4","3","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","18","21","0","0","0","0","2","0","2","0","2","7","0","2","0","18","21","0","0","0","0","2","0","2","0","2","7","0","2","0","0","0","8","0","1","0","0","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L2443","ScoreSetter$4","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter$4","L2407","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","402","56","421","4","0.98","2","4","2","0.8","0.866667","16","13","3","1","1","4","2","0","0","1","4","0","0","0","0","0","4","0","0","0","0","0","0","0","15","20","0","0","0","0","3","0","3","0","3","3","0","3","0","15","20","0","0","0","0","3","0","3","0","3","3","0","3","0","0","0","30","0","2","0","20","0","1","0","0","0","9","2","0","0","0","0","0","0","0"
"L2503","SelectedElementUI$1","org.eclipse.sed.ifl.ide.gui.element.SelectedElementUI$1","L2495","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\SelectedElementUI.java","79","61","91","4","0","0","0","0","0","0","0","0","2","0","0","2","2","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","10","13","0","0","0","0","2","0","2","0","2","2","0","2","0","10","13","0","0","0","0","2","0","2","0","2","2","0","2","0","0","0","8","0","1","0","0","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L2512","SelectedElementUI$2","org.eclipse.sed.ifl.ide.gui.element.SelectedElementUI$2","L2495","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\SelectedElementUI.java","104","44","112","4","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","7","9","0","0","0","0","1","0","1","0","1","2","0","1","0","7","9","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L2515","SelectedElementUI$3","org.eclipse.sed.ifl.ide.gui.element.SelectedElementUI$3","L2495","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\SelectedElementUI.java","114","39","120","4","0","0","0","0","0","0","0","0","1","1","1","2","2","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","2","0","1","0","7","7","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L2520","SelectedElementUI$4","org.eclipse.sed.ifl.ide.gui.element.SelectedElementUI$4","L2495","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\SelectedElementUI.java","122","50","139","4","0","0","0","0","0","0","0","0","3","0","0","3","2","0","0","1","4","0","0","0","0","0","4","0","0","0","0","0","0","0","13","18","0","0","0","0","3","0","3","0","3","2","0","3","0","13","18","0","0","0","0","3","0","3","0","3","2","0","3","0","0","0","10","0","1","0","0","0","1","0","0","0","9","1","0","0","0","0","0","0","0"
"L2534","SelectedElementUI$5","org.eclipse.sed.ifl.ide.gui.element.SelectedElementUI$5","L2531","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\SelectedElementUI.java","155","51","165","4","1","1","2","1","1","1","11","8","1","1","1","2","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","8","11","0","0","0","0","1","0","1","0","1","2","0","1","0","8","11","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","15","0","0","0","10","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L2537","SelectedElementUI$6","org.eclipse.sed.ifl.ide.gui.element.SelectedElementUI$6","L2531","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\SelectedElementUI.java","166","52","174","4","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","9","0","0","0","0","1","0","1","0","1","1","0","1","0","6","9","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L2540","SelectedElementUI$7","org.eclipse.sed.ifl.ide.gui.element.SelectedElementUI$7","L2531","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\SelectedElementUI.java","175","51","183","4","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","9","0","0","0","0","1","0","1","0","1","1","0","1","0","6","9","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L3625","LineInfo$1","org.eclipse.sed.ifl.model.monitor.resource.LineInfo$1","L3482","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\resource\LineInfo.java","8","68","13","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","6","6","1","0","1","0","0","0","0","0","0","0","0","0","0","6","6","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0"
"L4909","ResourceManager$1","org.eclipse.wb.swt.ResourceManager$1","L4892","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\ResourceManager.java","145","80","163","5","0","0","0","0","0","0","0","0","1","4","1","6","1","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","19","19","0","1","0","1","2","0","0","0","2","10","0","0","0","19","19","0","1","0","1","2","0","0","0","2","10","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0"
