"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","HCPL","HDIF","HEFF","HNDB","HPL","HPV","HTRP","HVOL","MI","MIMS","MISEI","MISM","McCC","NL","NLE","NII","NOI","CD","CLOC","DLOC","TCD","TCLOC","LLOC","LOC","NOS","NUMPAR","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Best Practice Rules","Clone Metric Rules","Code Style Rules","Complexity Metric Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules","Size Metric Rules"
"L4652","void highlight(List<MethodIdentity> context)","org.eclipse.sed.ifl.view.ScoreListView.highlight(Ljava/util/List;)V","L1157","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreListView.java","133","2","135","3","0","0","0","0","0","0","0","0","33.2842","6","279.627","42.7615","13","12","15.5348","46.6045","132.996","77.7752","116.273","67.996","1","0","0","0","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1368","void showNoItemsLabel(boolean show)","org.eclipse.sed.ifl.view.ScoreListView.showNoItemsLabel(Z)V","L1157","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreListView.java","138","2","140","3","0","0","0","0","0","0","0","0","24.4064","4.66667","170.526","30.751","11","10","9.47365","36.5412","134.261","78.515","118.098","69.0632","1","0","0","1","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1262","INonGenericListenerCollection<IMethodDescription> eventOpenDetailsRequired()","org.eclipse.sed.ifl.view.ScoreListView.eventOpenDetailsRequired()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L1157","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreListView.java","145","2","147","3","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","121.252","70.9075","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L4660","INonGenericListenerCollection<String> eventNameFilterChanged()","org.eclipse.sed.ifl.view.ScoreListView.eventNameFilterChanged()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L1157","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreListView.java","153","2","155","3","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","121.252","70.9075","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1270","INonGenericListenerCollection<EmptyEvent> eventOpenFiltersPart()","org.eclipse.sed.ifl.view.ScoreListView.eventOpenFiltersPart()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L1157","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreListView.java","160","2","162","3","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","121.252","70.9075","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1632","ScoreLoaderView()","org.eclipse.sed.ifl.view.ScoreLoaderView.<init>()V","L1431","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreLoaderView.java","13","2","16","3","0","0","0","0","0","0","0","0","33.2842","6","408.686","55.0714","19","12","22.7048","68.1143","126.362","73.8958","106.703","62.3992","1","0","0","1","0","0","0","0","0","0","4","4","2","0","4","4","2","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1520","INonGenericListenerCollection<String> eventFileSelected()","org.eclipse.sed.ifl.view.ScoreLoaderView.eventFileSelected()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L1431","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreLoaderView.java","20","2","22","3","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","121.252","70.9075","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1441","void select()","org.eclipse.sed.ifl.view.ScoreLoaderView.select()V","L1431","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreLoaderView.java","24","2","29","3","0","0","0","0","0","0","0","0","49.6634","7.7","616","72.397","20","16","34.2222","80","118.727","69.431","95.7896","56.0173","2","1","1","1","1","0","0","0","0","0","6","6","3","0","6","6","3","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L4669","ScoreRecalculatorView()","org.eclipse.sed.ifl.view.ScoreRecalculatorView.<init>()V","L4668","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreRecalculatorView.java","12","2","14","3","0","0","0","0","0","0","0","0","4.75489","1.5","12","5.24148","4","4","0.666667","8","148.728","86.9754","138.97","81.269","1","0","0","0","0","0","0","0","0","0","2","3","0","0","2","3","0","0","0","2","0","2","0","0","1","0","0","0","2","1","0","0","0","0","0","0"
"L4671","INonGenericListenerCollection<String> eventrecalculationSelected()","org.eclipse.sed.ifl.view.ScoreRecalculatorView.eventrecalculationSelected()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L4668","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreRecalculatorView.java","18","2","20","3","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","121.252","70.9075","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L4673","void select()","org.eclipse.sed.ifl.view.ScoreRecalculatorView.select()V","L4668","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreRecalculatorView.java","22","2","24","3","0","0","0","0","0","0","0","0","20.2647","3","85.588","19.4212","9","9","4.75489","28.5293","135.548","79.2676","119.955","70.149","1","0","0","0","1","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L4677","ScoreSetter getUi()","org.eclipse.sed.ifl.view.ScoreSetterView.getUi()Lorg/eclipse/sed/ifl/ide/gui/element/ScoreSetter;","L340","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreSetterView.java","21","2","23","3","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L4679","void init()","org.eclipse.sed.ifl.view.ScoreSetterView.init()V","L340","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreSetterView.java","25","2","32","3","0","0","0","0","0","0","0","0","63.6155","9.75","1863.78","151.448","45","19","103.543","191.157","109.767","64.1912","82.7612","48.3984","1","0","0","0","6","0","0","0","0","0","8","8","5","0","8","8","5","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L4692","void teardown()","org.eclipse.sed.ifl.view.ScoreSetterView.teardown()V","L340","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreSetterView.java","34","2","41","3","0","0","0","0","0","0","0","0","63.6155","9.75","1863.78","151.448","45","19","103.543","191.157","109.767","64.1912","82.7612","48.3984","1","0","0","0","6","0","0","0","0","0","8","8","5","0","8","8","5","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L4693","void setParent(Composite parent)","org.eclipse.sed.ifl.view.ScoreSetterView.setParent(LComposite;)V","L340","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreSetterView.java","43","2","46","3","0","0","0","0","0","0","0","0","20.2647","4","126.797","25.239","10","9","7.04428","31.6992","130.339","76.2218","112.441","65.7549","1","0","0","0","0","0","0","0","0","0","4","4","1","1","4","4","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L560","void refreshUi()","org.eclipse.sed.ifl.view.ScoreSetterView.refreshUi()V","L340","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreSetterView.java","48","2","50","3","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","121.252","70.9075","1","0","0","1","1","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L4696","void setColumnTitle(String name)","org.eclipse.sed.ifl.view.ScoreSetterView.setColumnTitle(Ljava/lang/String;)V","L340","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreSetterView.java","52","2","54","3","0","0","0","0","0","0","0","0","24.4064","4.66667","170.526","30.751","11","10","9.47365","36.5412","134.261","78.515","118.098","69.0632","1","0","0","0","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L510","void setTitle(String name)","org.eclipse.sed.ifl.view.ScoreSetterView.setTitle(Ljava/lang/String;)V","L340","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreSetterView.java","56","2","58","3","0","0","0","0","0","0","0","0","24.4064","4.66667","170.526","30.751","11","10","9.47365","36.5412","134.261","78.515","118.098","69.0632","1","0","0","1","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L4701","void displayCurrentScoreDistribution(Map<IMethodDescription, Projection<Double>> points)","org.eclipse.sed.ifl.view.ScoreSetterView.displayCurrentScoreDistribution(Ljava/util/Map;)V","L340","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreSetterView.java","60","2","62","3","0","0","0","0","0","0","0","0","42.8086","7.33333","446.73","58.4382","16","14","24.8183","60.9177","131.603","76.9608","114.264","66.821","1","0","0","0","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L533","void setTableContents(Map<IMethodDescription, Projection<Double>> subjects)","org.eclipse.sed.ifl.view.ScoreSetterView.setTableContents(Ljava/util/Map;)V","L340","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreSetterView.java","64","2","66","3","0","0","0","0","0","0","0","0","42.8086","7.33333","446.73","58.4382","16","14","24.8183","60.9177","131.603","76.9608","114.264","66.821","1","0","0","1","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L513","void setDeltaPercent(int delta)","org.eclipse.sed.ifl.view.ScoreSetterView.setDeltaPercent(I)V","L340","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreSetterView.java","68","2","70","3","0","0","0","0","0","0","0","0","24.4064","4.66667","170.526","30.751","11","10","9.47365","36.5412","134.261","78.515","118.098","69.0632","1","0","0","1","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L515","INonGenericListenerCollection<Integer> eventDeltaPercentChanged()","org.eclipse.sed.ifl.view.ScoreSetterView.eventDeltaPercentChanged()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L340","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreSetterView.java","74","2","76","3","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","121.252","70.9075","1","0","0","1","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L519","INonGenericListenerCollection<Relativeable<Defineable<Double>>> eventRelativeableValueSet()","org.eclipse.sed.ifl.view.ScoreSetterView.eventRelativeableValueSet()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L340","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreSetterView.java","86","2","88","3","0","0","0","0","0","0","0","0","26","4","159.453","29.405","12","10","8.85847","39.8631","133.808","78.2504","117.445","68.6815","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L4713","INonGenericListenerCollection<Double> eventAbsoluteScoreSetted()","org.eclipse.sed.ifl.view.ScoreSetterView.eventAbsoluteScoreSetted()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L340","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreSetterView.java","96","2","98","3","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","121.252","70.9075","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L562","void invokeRelativeableCollection()","org.eclipse.sed.ifl.view.ScoreSetterView.invokeRelativeableCollection()V","L340","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreSetterView.java","107","2","109","3","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","121.252","70.9075","1","0","0","1","1","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L3173","SessionView(PartAccessor partAccessor)","org.eclipse.sed.ifl.view.SessionView.<init>(Lorg/eclipse/sed/ifl/ide/accessor/gui/PartAccessor;)V","L1562","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\SessionView.java","20","2","22","3","0","0","0","0","0","0","0","0","51.0196","7.5","600","71.1379","20","16","33.3333","80","130.186","76.1321","112.22","65.6255","1","0","0","1","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L4723","void setParent(Composite parent)","org.eclipse.sed.ifl.view.SessionView.setParent(LComposite;)V","L1562","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\SessionView.java","24","2","27","3","0","0","0","0","0","0","0","0","28.7549","5.33333","221.404","36.5979","12","11","12.3002","41.5132","128.937","75.4016","110.417","64.5716","1","0","0","0","1","0","0","0","0","0","4","4","1","1","4","4","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1624","void embed(IEmbeddable embedded)","org.eclipse.sed.ifl.view.SessionView.embed(Lorg/eclipse/sed/ifl/general/IEmbeddable;)V","L1562","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\SessionView.java","29","2","32","3","0","0","0","0","0","0","0","0","28.7549","5.33333","221.404","36.5979","12","11","12.3002","41.5132","128.937","75.4016","110.417","64.5716","1","0","0","1","1","0","0","0","0","0","4","4","1","1","4","4","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L4728","void init()","org.eclipse.sed.ifl.view.SessionView.init()V","L1562","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\SessionView.java","34","2","47","3","0","0","0","0","0","0","0","0","68.8127","11.6667","2218.59","170.105","44","20","123.255","190.165","103.225","60.3658","73.3239","42.8794","1","0","0","0","5","0","0","0","0","0","12","14","7","0","12","14","7","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L4739","void teardown()","org.eclipse.sed.ifl.view.SessionView.teardown()V","L1562","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\SessionView.java","49","2","56","3","0","0","0","0","0","0","0","0","62.671","7.71429","1310.79","119.772","40","19","72.8216","169.917","110.379","64.5494","83.6448","48.9151","1","0","0","0","5","0","0","0","0","0","8","8","5","0","8","8","5","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1672","INonGenericListenerCollection<IWorkbenchPart> eventClosed()","org.eclipse.sed.ifl.view.SessionView.eventClosed()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L1562","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\SessionView.java","60","2","62","3","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","121.252","70.9075","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L4731","void initUIStateListeners()","org.eclipse.sed.ifl.view.SessionView.initUIStateListeners()V","L1562","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\SessionView.java","67","2","96","3","0","0","0","0","0","0","0","0","44.8289","7","656.358","75.5255","24","15","36.4643","93.7654","115.634","67.6223","91.2257","53.3484","1","0","0","1","2","0","0","0","0","0","7","7","4","0","26","30","7","0","0","16","1","4","1","0","0","0","0","0","15","4","0","0","0","0","0","0"
"L1676","INonGenericListenerCollection<EmptyEvent> eventScoreLoadRequested()","org.eclipse.sed.ifl.view.SessionView.eventScoreLoadRequested()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L1562","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\SessionView.java","101","2","103","3","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","121.252","70.9075","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1680","INonGenericListenerCollection<Boolean> eventHideUndefinedRequested()","org.eclipse.sed.ifl.view.SessionView.eventHideUndefinedRequested()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L1562","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\SessionView.java","108","2","110","3","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","121.252","70.9075","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
