"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","HCPL","HDIF","HEFF","HNDB","HPL","HPV","HTRP","HVOL","MI","MIMS","MISEI","MISM","McCC","NL","NLE","NII","NOI","CD","CLOC","DLOC","TCD","TCLOC","LLOC","LOC","NOS","NUMPAR","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Best Practice Rules","Clone Metric Rules","Code Style Rules","Complexity Metric Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules","Size Metric Rules"
"L1461","boolean isInteractive()","org.eclipse.sed.ifl.control.score.ScoreLoaderControl$Entry.isInteractive()Z","L1448","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\control\score\ScoreLoaderControl.java","60","3","62","4","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","1","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1465","void invoke(String event)","org.eclipse.sed.ifl.control.score.ScoreLoaderControl$1.invoke(Ljava/lang/String;)V","L1463","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\control\score\ScoreLoaderControl.java","67","3","114","4","0","0","0","0","0","0","0","0","571.658","44.7188","71161.5","1717.24","239","101","3953.42","1591.31","68.4516","40.0302","23.8685","13.9582","8","3","3","0","3","0","0","0","0","0","47","48","25","1","47","48","25","0","0","2","5","0","4","0","0","0","0","1","2","0","0","0","0","0","0","0"
"L1809","void openLink(URL url)","org.eclipse.sed.ifl.ide.accessor.gui.FeatureAccessor.openLink(Ljava/net/URL;)V","L1807","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\accessor\gui\FeatureAccessor.java","8","2","15","3","0","0","0","0","0","0","0","0","37.9742","8.33333","616.74","72.455","20","13","34.2633","74.0088","114.471","66.9423","89.6499","52.4269","2","1","1","0","0","0","0","0","0","0","8","8","3","1","8","8","3","0","0","2","2","0","1","0","0","0","0","1","2","0","0","0","0","0","0","0"
"L1815","PartAccessor(ExecutionEvent event)","org.eclipse.sed.ifl.ide.accessor.gui.PartAccessor.<init>(LExecutionEvent;)V","L748","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\accessor\gui\PartAccessor.java","15","2","17","3","0","0","0","0","0","0","0","0","24.4064","4.66667","186.028","32.5876","12","10","10.3349","39.8631","133.808","78.2504","117.445","68.6815","1","0","0","1","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1818","IViewPart getPart(String id)","org.eclipse.sed.ifl.ide.accessor.gui.PartAccessor.getPart(LString;)LIViewPart;","L748","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\accessor\gui\PartAccessor.java","19","2","35","3","0","0","0","0","0","0","0","0","106.09","28.5714","8966.36","431.596","66","27","498.131","313.823","96.3157","56.325","88.9963","52.0446","4","1","1","1","1","0.117647","2","0","0.117647","2","15","17","9","1","15","17","9","0","0","2","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0"
"L831","void addListenerToAllPages(IPartListener2 eclipseListener)","org.eclipse.sed.ifl.ide.accessor.gui.PartAccessor.addListenerToAllPages(LIPartListener2;)V","L748","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\accessor\gui\PartAccessor.java","37","2","42","3","0","0","0","0","0","0","0","0","49.6634","8.8","844.8","89.3654","24","16","46.9333","96","117.779","68.8765","94.4218","55.2174","2","1","1","1","1","0","0","0","0","0","6","6","3","1","6","6","3","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L834","void removeListenerToAllPages(IPartListener2 eclipseListener)","org.eclipse.sed.ifl.ide.accessor.gui.PartAccessor.removeListenerToAllPages(LIPartListener2;)V","L748","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\accessor\gui\PartAccessor.java","44","2","55","3","0","0","0","0","0","0","0","0","72.1057","9.75","1498.88","130.972","35","21","83.271","153.731","105.281","61.5679","98.1158","57.3776","3","2","2","1","0","0.0833333","1","0","0.0833333","1","11","12","6","1","11","12","6","0","0","2","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1829","List<IProject> getProjects()","org.eclipse.sed.ifl.ide.accessor.source.CodeEntityAccessor.getProjects()Ljava/util/List;","L1577","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\accessor\source\CodeEntityAccessor.java","40","2","42","3","0","0","0","0","0","0","0","0","51.0196","6","480","61.3048","20","16","26.6667","80","130.186","76.1321","112.22","65.6255","1","0","0","1","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1852","List<IJavaProject> getJavaProjects()","org.eclipse.sed.ifl.ide.accessor.source.CodeEntityAccessor.getJavaProjects()Ljava/util/List;","L1577","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\accessor\source\CodeEntityAccessor.java","58","2","63","3","0","0","0","0","0","0","0","0","75.6096","8","1159.57","110.374","33","21","64.4207","144.946","115.866","67.7581","91.5609","53.5444","1","0","0","0","1","0","0","0","0","0","6","6","1","0","6","6","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1854","List<IMethod> getMethods(IType type)","org.eclipse.sed.ifl.ide.accessor.source.CodeEntityAccessor.getMethods(LIType;)LList;","L1577","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\accessor\source\CodeEntityAccessor.java","65","2","68","3","0","0","0","0","0","0","0","0","59.7154","6.5","677.613","77.1474","25","18","37.6452","104.248","124.149","72.6016","103.51","60.5321","1","0","0","2","1","0","0","0","0","0","4","4","1","1","4","4","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1856","List<IMethod> getMethods(IJavaProject project)","org.eclipse.sed.ifl.ide.accessor.source.CodeEntityAccessor.getMethods(LIJavaProject;)LList;","L1577","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\accessor\source\CodeEntityAccessor.java","70","2","75","3","0","0","0","0","0","0","0","0","51.0196","7.5","780","84.7351","26","16","43.3333","104","117.593","68.7676","94.0513","55.0008","1","0","0","0","1","0","0","0","0","0","6","6","1","1","6","6","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1858","List<ICompilationUnit> getUnits(IJavaProject project)","org.eclipse.sed.ifl.ide.accessor.source.CodeEntityAccessor.getUnits(LIJavaProject;)LList;","L1577","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\accessor\source\CodeEntityAccessor.java","77","2","86","3","0","0","0","0","0","0","0","0","109.24","10.5556","2740.19","195.819","54","28","152.233","259.597","104.561","61.1466","75.2501","44.0059","1","0","0","1","1","0","0","0","0","0","10","10","1","1","10","10","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1865","IResource extractSelection(ISelection sel)","org.eclipse.sed.ifl.ide.accessor.source.CodeEntityAccessor.extractSelection(LISelection;)LIResource;","L1577","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\accessor\source\CodeEntityAccessor.java","88","3","100","6","0","0","0","0","0","0","0","0","71.5489","12","3426.01","227.261","65","21","190.334","285.501","99.1257","57.9683","67.7147","39.5992","4","1","1","1","0","0","0","0","0","0","13","13","11","1","13","13","11","0","0","2","0","4","0","0","4","0","0","0","2","0","0","0","0","0","0","0"
"L1867","IJavaProject getSelectedProject()","org.eclipse.sed.ifl.ide.accessor.source.CodeEntityAccessor.getSelectedProject()LIJavaProject;","L1577","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\accessor\source\CodeEntityAccessor.java","102","2","121","3","0","0","0","0","0","0","0","0","123.73","14.25","5435.99","309.162","77","31","302","381.473","90.6401","53.0059","55.4725","32.4401","4","2","2","1","3","0","0","0","0","0","20","20","11","0","20","20","11","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1874","Map<IMethodBinding, IMethod> getResolvedMethods(IType type, IJavaProject project)","org.eclipse.sed.ifl.ide.accessor.source.CodeEntityAccessor.getResolvedMethods(LIType;LIJavaProject;)LMap;","L1577","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\accessor\source\CodeEntityAccessor.java","123","2","126","3","0","0","0","0","0","0","0","0","37.9742","8.33333","585.903","70.0192","19","13","32.5502","70.3084","126.197","73.7994","106.465","62.2601","1","0","0","0","2","0","0","0","0","0","4","4","1","2","4","4","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1606","Map<IMethodBinding, IMethod> getResolvedMethods(IJavaProject project, Predicate<? super IMethod> preFilter, Predicate<? super Entry<IMethodBinding, IMethod>> postFilter)","org.eclipse.sed.ifl.ide.accessor.source.CodeEntityAccessor.getResolvedMethods(LIJavaProject;LPredicate;LPredicate;)LMap;","L1577","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\accessor\source\CodeEntityAccessor.java","128","2","138","3","0","0","0","0","0","0","0","0","142.096","18.8182","7658.94","388.549","80","34","425.497","406.997","100.678","58.8762","69.6491","40.7304","1","0","0","1","3","0","0","0","0","0","11","11","5","3","11","11","5","0","0","2","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1648","Map<IMethodBinding, IMethod> getSiblings(Entry<IMethodBinding, IMethod> me, Map<IMethodBinding, IMethod> others)","org.eclipse.sed.ifl.ide.accessor.source.CodeEntityAccessor.getSiblings(Ljava/util/Map$Entry;Ljava/util/Map;)Ljava/util/Map;","L1577","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\accessor\source\CodeEntityAccessor.java","140","2","144","3","0","0","0","0","0","0","0","0","79.5098","9.33333","1748.1","145.114","42","22","97.1165","187.296","117.487","68.7059","93.899","54.9117","1","0","0","1","0","0","0","0","0","0","5","5","1","2","5","5","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1880","Map<IMethodBinding, IMethod> resolve(IJavaProject project, List<IMethod> methods)","org.eclipse.sed.ifl.ide.accessor.source.CodeEntityAccessor.resolve(LIJavaProject;LList;)LMap;","L1577","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\accessor\source\CodeEntityAccessor.java","146","2","170","3","0","0","0","0","0","0","0","0","175.514","24.1429","13876.5","577.459","108","40","770.919","574.768","91.8313","53.7025","56.8856","33.2664","1","0","0","2","0","0","0","0","0","0","17","25","8","2","17","25","8","0","0","2","2","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1668","String getSignature(IMethodBinding method)","org.eclipse.sed.ifl.ide.accessor.source.CodeEntityAccessor.getSignature(LIMethodBinding;)LString;","L1577","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\accessor\source\CodeEntityAccessor.java","172","2","181","3","0","0","0","0","0","0","0","0","87.1327","14.1667","3507.5","230.851","54","24","194.861","247.588","108.192","63.2701","80.5907","47.129","2","0","0","1","0","0","0","0","0","0","8","10","5","1","8","10","5","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1904","void open(String path, int offset)","org.eclipse.sed.ifl.ide.accessor.source.EditorAccessor.open(Ljava/lang/String;I)V","L1402","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\accessor\source\EditorAccessor.java","15","2","34","3","0","0","0","0","0","0","0","0","137.261","23","8585.56","419.288","74","33","476.975","373.285","94.1379","55.0514","85.308","49.8877","5","3","3","0","0","0.111111","2","0","0.111111","2","16","20","9","2","16","20","9","0","1","2","1","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0"
"L1872","WrongSelectionException(String message)","org.eclipse.sed.ifl.ide.accessor.source.WrongSelectionException.<init>(Ljava/lang/String;)V","L1869","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\accessor\source\WrongSelectionException.java","7","2","9","3","0","0","0","0","0","0","0","0","10","3","54.2842","14.3367","7","6","3.01579","18.0947","137.915","80.6522","123.371","72.1466","1","0","0","1","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1978","ContextBasedOptionCreatorDialog(Shell parentShell)","org.eclipse.sed.ifl.ide.gui.dialogs.ContextBasedOptionCreatorDialog.<init>(LShell;)V","L1972","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\ContextBasedOptionCreatorDialog.java","27","2","29","3","0","0","0","0","0","0","0","0","10","3","54.2842","14.3367","7","6","3.01579","18.0947","137.915","80.6522","123.371","72.1466","1","0","0","0","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1980","void configureShell(Shell shell)","org.eclipse.sed.ifl.ide.gui.dialogs.ContextBasedOptionCreatorDialog.configureShell(LShell;)V","L1972","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\ContextBasedOptionCreatorDialog.java","31","2","34","6","0","0","0","0","0","0","0","0","20.2647","5","206.045","34.8852","13","9","11.447","41.209","128.975","75.424","110.473","64.6039","1","0","0","0","0","0","0","0","0","0","4","4","2","1","4","4","2","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1982","void createButtonsForButtonBar(Composite parent)","org.eclipse.sed.ifl.ide.gui.dialogs.ContextBasedOptionCreatorDialog.createButtonsForButtonBar(LComposite;)V","L1972","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\ContextBasedOptionCreatorDialog.java","36","2","71","3","0","0","0","0","0","0","0","0","35.1613","5.83333","561.233","68.0397","26","13","31.1796","96.2114","111.429","65.1631","85.1589","49.8005","1","0","0","0","0","0","0","0","0.0714286","2","9","9","4","1","26","36","9","0","0","14","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0"
"L2000","boolean close()","org.eclipse.sed.ifl.ide.gui.dialogs.ContextBasedOptionCreatorDialog.close()Z","L1972","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\ContextBasedOptionCreatorDialog.java","73","2","78","3","0","0","0","0","0","0","0","0","36.5293","4.5","333.04","48.0467","20","13","18.5022","74.0088","119.362","69.8022","96.6036","56.4933","1","0","0","0","1","0","0","0","0","0","6","6","3","0","6","6","3","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2001","Control createDialogArea(Composite parent)","org.eclipse.sed.ifl.ide.gui.dialogs.ContextBasedOptionCreatorDialog.createDialogArea(LComposite;)LControl;","L1972","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\ContextBasedOptionCreatorDialog.java","80","2","97","3","0","0","0","0","0","0","0","0","106.709","14.4231","5200.26","300.158","75","28","288.904","360.552","95.0084","55.5604","61.5709","36.0064","2","1","1","0","1","0","0","0","0","0","16","18","12","1","16","18","12","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2013","void embed(IEmbeddable embedded)","org.eclipse.sed.ifl.ide.gui.dialogs.ContextBasedOptionCreatorDialog.embed(Lorg/eclipse/sed/ifl/general/IEmbeddable;)V","L1972","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\ContextBasedOptionCreatorDialog.java","101","2","104","3","0","0","0","0","0","0","0","0","28.7549","5.33333","221.404","36.5979","12","11","12.3002","41.5132","128.937","75.4016","110.417","64.5716","1","0","0","1","0","0","0","0","0","0","4","4","1","1","4","4","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2015","INonGenericListenerCollection<Boolean> eventCustomFeedbackSelected()","org.eclipse.sed.ifl.ide.gui.dialogs.ContextBasedOptionCreatorDialog.eventCustomFeedbackSelected()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L1972","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\ContextBasedOptionCreatorDialog.java","108","2","110","3","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","121.252","70.9075","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2016","INonGenericListenerCollection<Boolean> eventRefreshUi()","org.eclipse.sed.ifl.ide.gui.dialogs.ContextBasedOptionCreatorDialog.eventRefreshUi()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L1972","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\ContextBasedOptionCreatorDialog.java","114","2","116","3","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","121.252","70.9075","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2029","CustomInputDialog(Shell parentShell, String dialogTitle, String dialogMessage, List<String> elementNames)","org.eclipse.sed.ifl.ide.gui.dialogs.CustomInputDialog.<init>(LShell;LString;LString;LList;)V","L2017","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\CustomInputDialog.java","39","2","45","3","0","0","0","0","0","0","0","0","57.2193","7.5","1032.06","102.126","33","18","57.3365","137.608","113.639","66.4558","88.3479","51.6654","1","0","0","0","0","0","0","0","0","0","7","7","4","4","7","7","4","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2037","void configureShell(Shell newShell)","org.eclipse.sed.ifl.ide.gui.dialogs.CustomInputDialog.configureShell(LShell;)V","L2017","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\CustomInputDialog.java","47","2","51","6","0","0","0","0","0","0","0","0","24.4064","5.83333","271.291","41.9073","14","10","15.0717","46.507","124.731","72.9422","104.35","61.0234","1","0","0","0","0","0","0","0","0","0","5","5","2","1","5","5","2","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2039","Control createDialogArea(Composite parent)","org.eclipse.sed.ifl.ide.gui.dialogs.CustomInputDialog.createDialogArea(LComposite;)LControl;","L2017","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\CustomInputDialog.java","53","2","86","5","0","0","0","0","0","0","0","0","117.593","20.9231","11704.1","515.495","114","30","650.226","559.385","84.2479","49.2678","46.0468","26.9279","2","1","1","0","2","0","0","0","0","0","27","34","20","1","27","34","20","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2044","void setTableContents()","org.eclipse.sed.ifl.ide.gui.dialogs.CustomInputDialog.setTableContents()V","L2017","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\CustomInputDialog.java","89","2","110","3","0","0","0","0","0","0","0","0","91.1253","13.5417","4527.76","273.688","72","25","251.542","334.358","96.4461","56.4012","63.6451","37.2193","2","1","1","1","0","0","0","0","0","0","15","16","11","0","19","22","13","0","0","7","0","1","0","0","0","0","0","0","7","0","1","0","0","0","0","0"
"L2042","void createTableColumns()","org.eclipse.sed.ifl.ide.gui.dialogs.CustomInputDialog.createTableColumns()V","L2017","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\CustomInputDialog.java","112","2","122","3","0","0","0","0","0","0","0","0","52.8708","5.95","997.137","99.809","41","17","55.3965","167.586","106.836","62.4774","78.5332","45.9259","1","0","0","1","0","0","0","0","0","0","10","11","8","0","10","11","8","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2051","boolean validateInputs()","org.eclipse.sed.ifl.ide.gui.dialogs.CustomInputDialog.validateInputs()Z","L2017","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\CustomInputDialog.java","125","2","138","3","0","0","0","0","0","0","0","0","150.439","16.875","6455.94","346.715","74","36","358.664","382.574","99.1305","57.9711","67.6197","39.5437","3","2","2","1","0","0","0","0","0","0","12","14","9","0","12","14","9","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2057","void createButtonsForButtonBar(Composite parent)","org.eclipse.sed.ifl.ide.gui.dialogs.CustomInputDialog.createButtonsForButtonBar(LComposite;)V","L2017","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\CustomInputDialog.java","140","2","149","3","0","0","0","0","0","0","0","0","35.1613","5.25","427.401","56.7401","22","13","23.7445","81.4097","114.206","66.7869","89.1649","52.1432","1","0","0","0","0","0","0","0","0","0","8","10","3","1","8","10","3","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2063","CustomWarningDialog(Shell parentShell, String dialogTitle, String dialogMessage)","org.eclipse.sed.ifl.ide.gui.dialogs.CustomWarningDialog.<init>(LShell;LString;LString;)V","L2059","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\CustomWarningDialog.java","19","2","24","3","0","0","0","0","0","0","0","0","66.5831","7.33333","1077.6","105.109","34","20","59.8667","146.946","115.795","67.7165","91.4581","53.4843","1","0","0","1","1","0","0","0","0","0","6","6","4","3","6","6","4","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2072","void configureShell(Shell newShell)","org.eclipse.sed.ifl.ide.gui.dialogs.CustomWarningDialog.configureShell(LShell;)V","L2059","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\CustomWarningDialog.java","26","2","30","6","0","0","0","0","0","0","0","0","24.4064","5.83333","271.291","41.9073","14","10","15.0717","46.507","124.731","72.9422","104.35","61.0234","1","0","0","0","0","0","0","0","0","0","5","5","2","1","5","5","2","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
